GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC05_EST_VC07,HC05_MOE_VC07,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC05_EST_VC10,HC05_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC05_EST_VC11,HC05_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC05_EST_VC12,HC05_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC05_EST_VC13,HC05_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC05_EST_VC15,HC05_MOE_VC15,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC05_EST_VC18,HC05_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC05_EST_VC19,HC05_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20,HC05_EST_VC20,HC05_MOE_VC20,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC04_EST_VC23,HC04_MOE_VC23,HC05_EST_VC23,HC05_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC04_EST_VC24,HC04_MOE_VC24,HC05_EST_VC24,HC05_MOE_VC24,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC04_EST_VC27,HC04_MOE_VC27,HC05_EST_VC27,HC05_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC04_EST_VC28,HC04_MOE_VC28,HC05_EST_VC28,HC05_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC04_EST_VC29,HC04_MOE_VC29,HC05_EST_VC29,HC05_MOE_VC29,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC04_EST_VC32,HC04_MOE_VC32,HC05_EST_VC32,HC05_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC04_EST_VC33,HC04_MOE_VC33,HC05_EST_VC33,HC05_MOE_VC33
Id,Id2,Geography,Total; Estimate; Total households,Total; Margin of Error; Total households,Married-couple family household; Estimate; Total households,Married-couple family household; Margin of Error; Total households,"Male householder, no wife present, family household; Estimate; Total households","Male householder, no wife present, family household; Margin of Error; Total households","Female householder, no husband present, family household; Estimate; Total households","Female householder, no husband present, family household; Margin of Error; Total households",Nonfamily household; Estimate; Total households,Nonfamily household; Margin of Error; Total households,Total; Estimate; Average household size,Total; Margin of Error; Average household size,Married-couple family household; Estimate; Average household size,Married-couple family household; Margin of Error; Average household size,"Male householder, no wife present, family household; Estimate; Average household size","Male householder, no wife present, family household; Margin of Error; Average household size","Female householder, no husband present, family household; Estimate; Average household size","Female householder, no husband present, family household; Margin of Error; Average household size",Nonfamily household; Estimate; Average household size,Nonfamily household; Margin of Error; Average household size,Total; Estimate; FAMILIES - Total families,Total; Margin of Error; FAMILIES - Total families,Married-couple family household; Estimate; FAMILIES - Total families,Married-couple family household; Margin of Error; FAMILIES - Total families,"Male householder, no wife present, family household; Estimate; FAMILIES - Total families","Male householder, no wife present, family household; Margin of Error; FAMILIES - Total families","Female householder, no husband present, family household; Estimate; FAMILIES - Total families","Female householder, no husband present, family household; Margin of Error; FAMILIES - Total families",Nonfamily household; Estimate; FAMILIES - Total families,Nonfamily household; Margin of Error; FAMILIES - Total families,Total; Estimate; FAMILIES - Average family size,Total; Margin of Error; FAMILIES - Average family size,Married-couple family household; Estimate; FAMILIES - Average family size,Married-couple family household; Margin of Error; FAMILIES - Average family size,"Male householder, no wife present, family household; Estimate; FAMILIES - Average family size","Male householder, no wife present, family household; Margin of Error; FAMILIES - Average family size","Female householder, no husband present, family household; Estimate; FAMILIES - Average family size","Female householder, no husband present, family household; Margin of Error; FAMILIES - Average family size",Nonfamily household; Estimate; FAMILIES - Average family size,Nonfamily household; Margin of Error; FAMILIES - Average family size,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years,Total; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years,Married-couple family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years,Married-couple family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years,"Male householder, no wife present, family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years","Male householder, no wife present, family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years","Female householder, no husband present, family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years","Female householder, no husband present, family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years",Nonfamily household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years,Nonfamily household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only,Total; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only,Married-couple family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only,Married-couple family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only,"Male householder, no wife present, family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only","Male householder, no wife present, family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only","Female householder, no husband present, family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only","Female householder, no husband present, family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only",Nonfamily household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only,Nonfamily household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years,Total; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years,Married-couple family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years,Married-couple family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years,"Male householder, no wife present, family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years","Male householder, no wife present, family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years","Female householder, no husband present, family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years","Female householder, no husband present, family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years",Nonfamily household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years,Nonfamily household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only,Total; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only,Married-couple family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only,Married-couple family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only,"Male householder, no wife present, family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only","Male householder, no wife present, family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only","Female householder, no husband present, family household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only","Female householder, no husband present, family household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only",Nonfamily household; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only,Nonfamily household; Margin of Error; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only,Total; Estimate; Total households,Total; Margin of Error; Total households,Married-couple family household; Estimate; Total households,Married-couple family household; Margin of Error; Total households,"Male householder, no wife present, family household; Estimate; Total households","Male householder, no wife present, family household; Margin of Error; Total households","Female householder, no husband present, family household; Estimate; Total households","Female householder, no husband present, family household; Margin of Error; Total households",Nonfamily household; Estimate; Total households,Nonfamily household; Margin of Error; Total households,Total; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Total; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Married-couple family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Married-couple family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,"Male householder, no wife present, family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years","Male householder, no wife present, family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years","Female householder, no husband present, family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years","Female householder, no husband present, family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years",Nonfamily household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Nonfamily household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Total; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over,Total; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over,Married-couple family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over,Married-couple family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over,"Male householder, no wife present, family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over","Male householder, no wife present, family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over","Female householder, no husband present, family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over","Female householder, no husband present, family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over",Nonfamily household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over,Nonfamily household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over,Total; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone,Total; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone,Married-couple family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone,Married-couple family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone,"Male householder, no wife present, family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone","Male householder, no wife present, family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone","Female householder, no husband present, family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone","Female householder, no husband present, family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone",Nonfamily household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone,Nonfamily household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone,Total; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over,Total; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over,Married-couple family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over,Married-couple family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over,"Male householder, no wife present, family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over","Male householder, no wife present, family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over","Female householder, no husband present, family household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over","Female householder, no husband present, family household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over",Nonfamily household; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over,Nonfamily household; Margin of Error; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over,Total; Estimate; UNMARRIED-PARTNER HOUSEHOLDS - Same sex,Total; Margin of Error; UNMARRIED-PARTNER HOUSEHOLDS - Same sex,Married-couple family household; Estimate; UNMARRIED-PARTNER HOUSEHOLDS - Same sex,Married-couple family household; Margin of Error; UNMARRIED-PARTNER HOUSEHOLDS - Same sex,"Male householder, no wife present, family household; Estimate; UNMARRIED-PARTNER HOUSEHOLDS - Same sex","Male householder, no wife present, family household; Margin of Error; UNMARRIED-PARTNER HOUSEHOLDS - Same sex","Female householder, no husband present, family household; Estimate; UNMARRIED-PARTNER HOUSEHOLDS - Same sex","Female householder, no husband present, family household; Margin of Error; UNMARRIED-PARTNER HOUSEHOLDS - Same sex",Nonfamily household; Estimate; UNMARRIED-PARTNER HOUSEHOLDS - Same sex,Nonfamily household; Margin of Error; UNMARRIED-PARTNER HOUSEHOLDS - Same sex,Total; Estimate; UNMARRIED-PARTNER HOUSEHOLDS - Opposite sex,Total; Margin of Error; UNMARRIED-PARTNER HOUSEHOLDS - Opposite sex,Married-couple family household; Estimate; UNMARRIED-PARTNER HOUSEHOLDS - Opposite sex,Married-couple family household; Margin of Error; UNMARRIED-PARTNER HOUSEHOLDS - Opposite sex,"Male householder, no wife present, family household; Estimate; UNMARRIED-PARTNER HOUSEHOLDS - Opposite sex","Male householder, no wife present, family household; Margin of Error; UNMARRIED-PARTNER HOUSEHOLDS - Opposite sex","Female householder, no husband present, family household; Estimate; UNMARRIED-PARTNER HOUSEHOLDS - Opposite sex","Female householder, no husband present, family household; Margin of Error; UNMARRIED-PARTNER HOUSEHOLDS - Opposite sex",Nonfamily household; Estimate; UNMARRIED-PARTNER HOUSEHOLDS - Opposite sex,Nonfamily household; Margin of Error; UNMARRIED-PARTNER HOUSEHOLDS - Opposite sex,Total; Estimate; UNITS IN STRUCTURE - 1-unit structures,Total; Margin of Error; UNITS IN STRUCTURE - 1-unit structures,Married-couple family household; Estimate; UNITS IN STRUCTURE - 1-unit structures,Married-couple family household; Margin of Error; UNITS IN STRUCTURE - 1-unit structures,"Male householder, no wife present, family household; Estimate; UNITS IN STRUCTURE - 1-unit structures","Male householder, no wife present, family household; Margin of Error; UNITS IN STRUCTURE - 1-unit structures","Female householder, no husband present, family household; Estimate; UNITS IN STRUCTURE - 1-unit structures","Female householder, no husband present, family household; Margin of Error; UNITS IN STRUCTURE - 1-unit structures",Nonfamily household; Estimate; UNITS IN STRUCTURE - 1-unit structures,Nonfamily household; Margin of Error; UNITS IN STRUCTURE - 1-unit structures,Total; Estimate; UNITS IN STRUCTURE - 2-or-more-unit structures,Total; Margin of Error; UNITS IN STRUCTURE - 2-or-more-unit structures,Married-couple family household; Estimate; UNITS IN STRUCTURE - 2-or-more-unit structures,Married-couple family household; Margin of Error; UNITS IN STRUCTURE - 2-or-more-unit structures,"Male householder, no wife present, family household; Estimate; UNITS IN STRUCTURE - 2-or-more-unit structures","Male householder, no wife present, family household; Margin of Error; UNITS IN STRUCTURE - 2-or-more-unit structures","Female householder, no husband present, family household; Estimate; UNITS IN STRUCTURE - 2-or-more-unit structures","Female householder, no husband present, family household; Margin of Error; UNITS IN STRUCTURE - 2-or-more-unit structures",Nonfamily household; Estimate; UNITS IN STRUCTURE - 2-or-more-unit structures,Nonfamily household; Margin of Error; UNITS IN STRUCTURE - 2-or-more-unit structures,Total; Estimate; UNITS IN STRUCTURE - Mobile homes and all other types of units,Total; Margin of Error; UNITS IN STRUCTURE - Mobile homes and all other types of units,Married-couple family household; Estimate; UNITS IN STRUCTURE - Mobile homes and all other types of units,Married-couple family household; Margin of Error; UNITS IN STRUCTURE - Mobile homes and all other types of units,"Male householder, no wife present, family household; Estimate; UNITS IN STRUCTURE - Mobile homes and all other types of units","Male householder, no wife present, family household; Margin of Error; UNITS IN STRUCTURE - Mobile homes and all other types of units","Female householder, no husband present, family household; Estimate; UNITS IN STRUCTURE - Mobile homes and all other types of units","Female householder, no husband present, family household; Margin of Error; UNITS IN STRUCTURE - Mobile homes and all other types of units",Nonfamily household; Estimate; UNITS IN STRUCTURE - Mobile homes and all other types of units,Nonfamily household; Margin of Error; UNITS IN STRUCTURE - Mobile homes and all other types of units,Total; Estimate; HOUSING TENURE - Owner-occupied housing units,Total; Margin of Error; HOUSING TENURE - Owner-occupied housing units,Married-couple family household; Estimate; HOUSING TENURE - Owner-occupied housing units,Married-couple family household; Margin of Error; HOUSING TENURE - Owner-occupied housing units,"Male householder, no wife present, family household; Estimate; HOUSING TENURE - Owner-occupied housing units","Male householder, no wife present, family household; Margin of Error; HOUSING TENURE - Owner-occupied housing units","Female householder, no husband present, family household; Estimate; HOUSING TENURE - Owner-occupied housing units","Female householder, no husband present, family household; Margin of Error; HOUSING TENURE - Owner-occupied housing units",Nonfamily household; Estimate; HOUSING TENURE - Owner-occupied housing units,Nonfamily household; Margin of Error; HOUSING TENURE - Owner-occupied housing units,Total; Estimate; HOUSING TENURE - Renter-occupied housing units,Total; Margin of Error; HOUSING TENURE - Renter-occupied housing units,Married-couple family household; Estimate; HOUSING TENURE - Renter-occupied housing units,Married-couple family household; Margin of Error; HOUSING TENURE - Renter-occupied housing units,"Male householder, no wife present, family household; Estimate; HOUSING TENURE - Renter-occupied housing units","Male householder, no wife present, family household; Margin of Error; HOUSING TENURE - Renter-occupied housing units","Female householder, no husband present, family household; Estimate; HOUSING TENURE - Renter-occupied housing units","Female householder, no husband present, family household; Margin of Error; HOUSING TENURE - Renter-occupied housing units",Nonfamily household; Estimate; HOUSING TENURE - Renter-occupied housing units,Nonfamily household; Margin of Error; HOUSING TENURE - Renter-occupied housing units
0100000US,,United States,118208250,155130,56715795,151069,5730981,38862,15083980,58084,40677494,98602,2.65,0.01,3.29,0.01,3.53,0.02,3.55,0.01,1.3,0.01,77530756,136900,56715795,151069,5730981,38862,15083980,58084,(X),(X),3.26,0.01,3.26,0.01,3.1,0.01,3.33,0.01,(X),(X),32999587,74639,22208234,73465,2718895,27735,8072458,41427,(X),(X),21.4,0.1,21.9,0.1,25.9,0.5,18.5,0.2,(X),(X),20,0.1,21,0.2,14.9,0.4,18.8,0.2,(X),(X),58.6,0.1,57.1,0.2,59.2,0.6,62.7,0.3,(X),(X),118208250,155130,56715795,151069,5730981,38862,15083980,58084,40677494,98602,31.4,0.1,42.1,0.1,56.1,0.3,63.9,0.2,0.9,0.1,38,0.1,38.3,0.1,27.8,0.3,27.2,0.2,43.1,0.1,27.9,0.1,(X),(X),(X),(X),(X),(X),81,0.1,10.5,0.1,(X),(X),(X),(X),(X),(X),30.5,0.1,0.4,0.1,(X),(X),(X),(X),(X),(X),(X),(X),5.8,0.1,(X),(X),(X),(X),(X),(X),(X),(X),68.4,0.1,82.9,0.1,65.1,0.3,60.7,0.2,51.6,0.2,25.8,0.1,12.2,0.1,26.8,0.3,32.4,0.2,42.2,0.1,5.7,0.1,4.9,0.1,8.1,0.2,6.9,0.1,6.2,0.1,63,0.1,79,0.1,52.3,0.4,44.8,0.2,49.1,0.2,37,0.1,21,0.1,47.7,0.4,55.2,0.2,50.9,0.2
0400000US01,1,Alabama,1846390,11341,863674,10996,78239,4624,271627,7672,632850,11633,2.57,0.02,3.17,0.02,3.42,0.11,3.55,0.07,1.21,0.01,1213540,13821,863674,10996,78239,4624,271627,7672,(X),(X),3.2,0.03,3.15,0.02,3.05,0.1,3.41,0.07,(X),(X),486977,9612,306591,7223,34620,3285,145766,6182,(X),(X),22.8,1,22.7,1.1,32.4,4.7,20.7,2,(X),(X),17.7,1,18.4,1,9.8,3.1,18.2,1.7,(X),(X),59.5,1,58.9,1.2,57.8,4.2,61.1,2.1,(X),(X),1846390,11341,863674,10996,78239,4624,271627,7672,632850,11633,30.6,0.5,39.3,0.7,54.7,3.2,65.9,1.3,0.7,0.2,39.4,0.4,39.5,0.5,30.8,2.5,26.7,1.1,45.7,0.9,29.9,0.5,(X),(X),(X),(X),(X),(X),87.3,0.7,11.5,0.3,(X),(X),(X),(X),(X),(X),33.5,0.7,0.2,0.1,(X),(X),(X),(X),(X),(X),(X),(X),4,0.2,(X),(X),(X),(X),(X),(X),(X),(X),72.4,0.5,85.3,0.7,65.6,2.8,60.4,1.7,60.7,0.9,15.4,0.4,4.2,0.4,15.8,2.3,25.3,1.4,26.4,0.9,12.2,0.3,10.5,0.5,18.6,2.5,14.3,1.1,12.8,0.7,67.9,0.6,84.2,0.6,58.6,3.1,47.2,1.2,55.7,1,32.1,0.6,15.8,0.6,41.4,3.1,52.8,1.2,44.3,1
0400000US02,2,Alaska,250185,2685,120348,2954,15109,1531,28343,2222,86385,3614,2.84,0.03,3.55,0.05,4.02,0.26,3.68,0.16,1.37,0.04,163800,3113,120348,2954,15109,1531,28343,2222,(X),(X),3.46,0.05,3.48,0.05,3.39,0.22,3.4,0.14,(X),(X),77964,3627,50683,3115,9074,1129,18207,2062,(X),(X),25.1,2.5,26.3,2.8,24,6.7,22.2,5.9,(X),(X),22.7,2.3,26.1,3.1,16.6,6.8,16.2,4.5,(X),(X),52.3,2.4,47.7,3,59.5,8.8,61.5,6.4,(X),(X),250185,2685,120348,2954,15109,1531,28343,2222,86385,3614,34.4,1.4,44.8,2.1,72.1,4.4,72.5,4.2,0.9,0.3,30.4,0.7,33.1,1.4,21,4.6,20.3,3.2,31.7,2,26.7,1.4,(X),(X),(X),(X),(X),(X),77.3,2.5,6.5,0.6,(X),(X),(X),(X),(X),(X),18.7,1.6,0.3,0.1,(X),(X),(X),(X),(X),(X),(X),(X),7.5,0.8,(X),(X),(X),(X),(X),(X),(X),(X),68.1,1.3,82.3,1.4,62.8,5.7,58.3,4.9,52.5,2.6,26.7,1.1,14.4,1.3,29.1,5.4,36.8,4.2,39.9,2.3,5.2,0.8,3.3,0.7,8.1,3.1,4.9,2.5,7.6,1.5,63.9,1.2,76.1,1.5,54.9,6.3,47.3,4.7,54,2.4,36.1,1.2,23.9,1.5,45.1,6.3,52.7,4.7,46,2.4
0400000US04,4,Arizona,2463008,12455,1153542,12996,137228,6495,307644,6566,864594,12728,2.71,0.01,3.32,0.02,3.76,0.09,3.8,0.07,1.34,0.02,1598414,13914,1153542,12996,137228,6495,307644,6566,(X),(X),3.34,0.02,3.29,0.02,3.3,0.09,3.54,0.07,(X),(X),665587,11284,426411,10206,68090,4773,171086,5751,(X),(X),21.1,0.8,20.8,0.9,26.5,2.9,19.7,1.6,(X),(X),22.4,0.9,23.5,1,17.4,2.4,21.7,1.9,(X),(X),56.5,0.9,55.7,1.1,56.1,3.1,58.6,1.8,(X),(X),2463008,12455,1153542,12996,137228,6495,307644,6566,864594,12728,30.9,0.4,40.3,0.7,58.7,2.2,67.3,1.3,1,0.2,40.3,0.3,43.3,0.6,25.7,1.7,26.2,1,43.7,0.8,27.6,0.5,(X),(X),(X),(X),(X),(X),78.6,0.7,10.5,0.3,(X),(X),(X),(X),(X),(X),29.8,0.7,0.5,0.1,(X),(X),(X),(X),(X),(X),(X),(X),7.1,0.3,(X),(X),(X),(X),(X),(X),(X),(X),70.1,0.4,84,0.5,65.4,2.2,62.6,1.6,55,0.7,20.7,0.3,7.9,0.4,24.2,2,27.7,1.3,34.6,0.7,9.2,0.3,8.1,0.4,10.4,1.6,9.7,1,10.3,0.5,61.9,0.4,76.7,0.7,48.8,2.2,43.3,1.3,50.9,0.8,38.1,0.4,23.3,0.7,51.2,2.2,56.7,1.3,49.1,0.8
