"fips","name","long","lat","tz","area","children","distance"
"36111","Ulster County, NY",-74.2625210392928,41.890278806798,1,1124.23596917594,15433,33.6666303847537
"36105","Sullivan County, NY",-74.7639455886364,41.7157949326239,1,968.136974960862,8052,28.5564638342928
"42103","Pike County, PA",-75.0320810579739,41.3315504162477,1,544.960544625821,4451,29.9428079407896
"34037","Sussex County, NJ",-74.6911824260915,41.1389159188567,1,518.748696108879,13934,22.1827638703897
"34027","Morris County, NJ",-74.5443523347949,40.8624736800514,1,460.549493796711,49324,20.5627054867119
"34013","Essex County, NJ",-74.2465797892282,40.7868133495502,1,126.117765459549,94159,16.4584740676947
"34031","Passaic County, NJ",-74.2966156538935,41.0320234395253,1,186.004478993535,61626,17.1223251650833
"34003","Bergen County, NJ",-74.0715561137507,40.9603252883646,1,232.761046150131,94612,12.7644557485567
"36005","Bronx County, NY",-73.8628300795626,40.8520873047055,1,42.0506413058398,187501,13.2361086795545
"36059","Nassau County, NY",-73.5891520528995,40.7406790754302,1,284.807895894163,139208,16.2808553098629
"36081","Queens County, NY",-73.8162282784086,40.7110210463799,1,108.76809083112,245323,12.0947884627858
"36047","Kings County, NY",-73.949355518604,40.6361824979729,1,69.8126618040729,323771,8.69384868402421
"36061","New York County, NY",-73.971526370361,40.7672726007113,1,22.6554418429357,129491,9.12019719253817
"34017","Hudson County, NJ",-74.0751566676708,40.7376623387353,1,46.2499184986606,75209,5.80909673200755
"34039","Union County, NJ",-74.3067622078272,40.6583492606151,1,102.770504224438,64896,13.3377436398363
"36085","Richmond County, NY",-74.1480859795575,40.5858215512482,1,58.1760126304209,50693,9.72856675218744
"34025","Monmouth County, NJ",-74.2224107443191,40.2654985615501,1,468.390278440313,63256,22.4468832518923
"34023","Middlesex County, NJ",-74.4142699077727,40.4362987855776,1,309.253467190627,90589,15.5389922526635
"34021","Mercer County, NJ",-74.7047963099838,40.2804701719092,1,224.363145821546,38409,18.7285548050429
"34035","Somerset County, NJ",-74.6168144191231,40.5646656624618,1,301.862514341813,34926,20.1506839905344
"34019","Hunterdon County, NJ",-74.9128427535042,40.5633583440119,1,427.828232385206,10295,15.5778861740953
"34041","Warren County, NJ",-74.9955672701822,40.859523601879,1,356.508051305301,10313,20.8927393955962
"42095","Northampton County, PA",-75.3047182923461,40.7518273272127,1,369.624904957575,28940,17.8318300646487
"42089","Monroe County, PA",-75.3403102503954,41.0593405761507,1,608.259595060458,15342,21.3016659365826
"42025","Carbon County, PA",-75.7068524950596,40.9154539503957,1,381.46027473462,5963,21.5853114980917
"42077","Lehigh County, PA",-75.594352450927,40.6154815031987,1,345.179279992911,40364,21.5241763357539
"42017","Bucks County, PA",-75.1083664282176,40.3368211935113,1,604.407687029884,61996,32.0220138721539
"42091","Montgomery County, PA",-75.366538191347,40.2105474635704,1,483.010748261698,85911,16.188529143257
"42101","Philadelphia County, PA",-75.1379579991272,40.0033851426306,1,134.178015589423,179705,18.7334884775971
"42045","Delaware County, PA",-75.4024366258814,39.9168017112266,1,183.87226611631,60730,15.259581166987
"34015","Gloucester County, NJ",-75.1399554635855,39.7158106671408,1,321.957607751334,31983,19.6799962104208
